no,id,title,default_title,url,watch_url,source_tabs,primary_tab,media_family,duration,duration_min,is_duration_under_60,view_count,topics,thumbnail_url
11,LBCfK8Ahf1c,고양이가 나를 얼마나 좋아하는지 확인하는 고양이 인사법,A cat greeting to check how much a cat likes me,https://www.youtube.com/watch?v=LBCfK8Ahf1c,https://www.youtube.com/watch?v=LBCfK8Ahf1c,videos,videos,video,312.0,5.2,False,,행동/감정,https://i.ytimg.com/vi/LBCfK8Ahf1c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6MfYB2Zyv89-gYIYS9BbJ_vxGaA
12,NW96CmZeSzI,고양이는 보호자를 얼마나 오래 기억할까?,How long do cats remember their guardians?,https://www.youtube.com/watch?v=NW96CmZeSzI,https://www.youtube.com/watch?v=NW96CmZeSzI,videos,videos,video,886.0,14.77,False,,관계/윤리,https://i.ytimg.com/vi/NW96CmZeSzI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAY_Aq1SbR6IUAzwXr0DDXOKoKKjw
13,7E2PVTWYMIg,이 테스트 해보면 고양이 성격 바로 나옴,"If you take this test, your cat's personality will come out right away.",https://www.youtube.com/watch?v=7E2PVTWYMIg,https://www.youtube.com/watch?v=7E2PVTWYMIg,videos,videos,video,403.0,6.72,False,,행동/감정,https://i.ytimg.com/vi/7E2PVTWYMIg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXHa7xn8SZOYdJCmov3V8kQiESFA
14,PMwwKVmf-Eg,이혼소송보다 고양이 합사가 더 힘든 이유ㅣ고양식탁 조인섭 변호사 편,이혼소송보다 고양이 합사가 더 힘든 이유ㅣ고양식탁 조인섭 변호사 편,https://www.youtube.com/watch?v=PMwwKVmf-Eg,https://www.youtube.com/watch?v=PMwwKVmf-Eg,videos,videos,video,1719.0,28.65,False,,관계/윤리,https://i.ytimg.com/vi/PMwwKVmf-Eg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBedCUyTzx0Id9L5dvn0UIub_9CCw
15,xzQXd7FdzQg,평소와 같이 그냥 출근하면 안 되는 이유,Why You Shouldn't Just Go to Work as Normal,https://www.youtube.com/watch?v=xzQXd7FdzQg,https://www.youtube.com/watch?v=xzQXd7FdzQg,videos,videos,video,219.0,3.65,False,,생활/돌봄,https://i.ytimg.com/vi/xzQXd7FdzQg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRXzIM-1zufOh2rlxR5upnAUgpog
16,ywqsep1FYpk,아기 낳으니까 어때요?,How is it to have a baby?,https://www.youtube.com/watch?v=ywqsep1FYpk,https://www.youtube.com/watch?v=ywqsep1FYpk,videos,videos,video,375.0,6.25,False,,관계/윤리,https://i.ytimg.com/vi/ywqsep1FYpk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsO_uR774UxwyxPVdMEAXtT4WCsw
17,5AJStJPD7P0,고양이가 싸울 때 절대 하면 안되는 행동,Things You Should Never Do When Cats Fight,https://www.youtube.com/watch?v=5AJStJPD7P0,https://www.youtube.com/watch?v=5AJStJPD7P0,videos,videos,video,674.0,11.23,False,,행동/감정,https://i.ytimg.com/vi/5AJStJPD7P0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoBo4KBtZs6rcN7xKWN48r-3tx7w
18,Vb_sCADhvC8,진료실에서 수의사에게 거짓말하는 보호자의 심리,The psychology of pet owners who lie to their veterinarians in the clinic,https://www.youtube.com/watch?v=Vb_sCADhvC8,https://www.youtube.com/watch?v=Vb_sCADhvC8,videos,videos,video,697.0,11.62,False,,건강/진료;관계/윤리,https://i.ytimg.com/vi/Vb_sCADhvC8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMLJdwFeNyauN1XfHM5wEafHL4kg
19,EAgLtHWLq4c,인간관계 손절할 때 고양이를 참고하세요,"When you're trying to break up a relationship, consider the cat.",https://www.youtube.com/watch?v=EAgLtHWLq4c,https://www.youtube.com/watch?v=EAgLtHWLq4c,videos,videos,video,838.0,13.97,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/EAgLtHWLq4c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBefVzYe_GHQXEVOBj1F8n5Qq8Zig
20,7tW0esJ8fig,고양이 실종에 대한 솔직한 생각ㅣ고양식탁 원탐정 편,Honest Thoughts on Missing Cats | Cat Table Detective,https://www.youtube.com/watch?v=7tW0esJ8fig,https://www.youtube.com/watch?v=7tW0esJ8fig,videos,videos,video,1625.0,27.08,False,,관계/윤리,https://i.ytimg.com/vi/7tW0esJ8fig/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvKzS8z2el-Yx_wysNlwOLR_irVg
21,sxyIvZVhI_M,예민한 고양이 이대로 두면 안되는 이유,Why You Shouldn't Leave Your Sensitive Cat Alive,https://www.youtube.com/watch?v=sxyIvZVhI_M,https://www.youtube.com/watch?v=sxyIvZVhI_M,videos,videos,video,661.0,11.02,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/sxyIvZVhI_M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLq_Hy9D6dCt-Tfxas9JqoolyUyw
22,4lW99QwkLg8,이렇게 갑자기 고양이를 데려와도 될까?,Is it okay to bring a cat home so suddenly?,https://www.youtube.com/watch?v=4lW99QwkLg8,https://www.youtube.com/watch?v=4lW99QwkLg8,videos,videos,video,1165.0,19.42,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/4lW99QwkLg8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxQDtYtYcdgGIxoC-J44Nfaeze5Q
23,wQnqruAhLnA,고양이도 자리지키기 하는데 인간은 왜 안해요?,"Cats also guard their positions, so why don't humans?",https://www.youtube.com/watch?v=wQnqruAhLnA,https://www.youtube.com/watch?v=wQnqruAhLnA,videos,videos,video,1199.0,19.98,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/wQnqruAhLnA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDWkGIsZ9KFCxzWUL8NdurjaH4SPQ
24,-qOGsTPB8f8,한국이 이건 확실히 낫지🇰🇷 전세계 고양이 탐험,Korea is definitely better at this🇰🇷 Exploring cats around the world,https://www.youtube.com/watch?v=-qOGsTPB8f8,https://www.youtube.com/watch?v=-qOGsTPB8f8,videos,videos,video,1107.0,18.45,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/-qOGsTPB8f8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2yoAl3RA9J5ka1wuppD-D9Eyfhg
25,ICQFIRNk-P0,고양이 구경하다가 수의사 버튼 눌림,I pressed the vet button while looking at cats.,https://www.youtube.com/watch?v=ICQFIRNk-P0,https://www.youtube.com/watch?v=ICQFIRNk-P0,videos,videos,video,632.0,10.53,False,,건강/진료,https://i.ytimg.com/vi/ICQFIRNk-P0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHU-V69sxOxZU2NBa7cXnuK3I4cw
26,efwPSJEZdIg,SUB) 밖에선 여주인 내가 집에선 집사?ㅣ고양식탁 김혜윤 편,"So, Kim Hye-yoon is also the same when it comes to cats, huh.",https://www.youtube.com/watch?v=efwPSJEZdIg,https://www.youtube.com/watch?v=efwPSJEZdIg,videos,videos,video,1196.0,19.93,False,,관계/윤리,https://i.ytimg.com/vi/efwPSJEZdIg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCj0O_oJenNVD2EkLlrFtibpjtMYQ
27,x7582LdLTzQ,'이 장소'를 잃으면 고양이의 스트레스가 시작됩니다,Losing 'this place' starts stressing your cat.,https://www.youtube.com/watch?v=x7582LdLTzQ,https://www.youtube.com/watch?v=x7582LdLTzQ,videos,videos,video,464.0,7.73,False,,행동/감정,https://i.ytimg.com/vi/x7582LdLTzQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAltOSTiq_PoWre41_ddT0A0B4vPg
28,7KECg0C0a1E,말릴까 말까? 이건 노는걸까 싸우는걸까? 대체 사이가 좋은건지 나쁜건지…다묘집사 주목!,Should I stop them or not? Are they playing or fighting? Are they on good terms or bad? Attention...,https://www.youtube.com/watch?v=7KECg0C0a1E,https://www.youtube.com/watch?v=7KECg0C0a1E,videos,videos,video,548.0,9.13,False,,관계/윤리,https://i.ytimg.com/vi/7KECg0C0a1E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDwTj_DszXyj0ICjbz36q0SH-8Aag
29,uGlHgf15AqA,월별로 '이거' 놓치면 병원비가 확 올라갑니다🐱🧨,월별로 '이거' 놓치면 병원비가 확 올라갑니다🐱🧨,https://www.youtube.com/watch?v=uGlHgf15AqA,https://www.youtube.com/watch?v=uGlHgf15AqA,videos,videos,video,630.0,10.5,False,,건강/진료,https://i.ytimg.com/vi/uGlHgf15AqA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRFkFwnfqEbKCv3PbDEhON0jruIQ
30,mdwvt0qPIQE,연프출신 수의사가 말아주는 연애상담💘 회사상사에게 고백 할말?/고양이를 반대하는 예랑이/애인있는 사람을 좋아해요/불법도박 남친 사연,연프출신 수의사가 말아주는 연애상담💘 회사상사에게 고백 할말?/고양이를 반대하는 예랑이/애인있는 사람을 좋아해요/불법도박 남친 사연,https://www.youtube.com/watch?v=mdwvt0qPIQE,https://www.youtube.com/watch?v=mdwvt0qPIQE,videos,videos,video,1818.0,30.3,False,,건강/진료;서사/상담,https://i.ytimg.com/vi/mdwvt0qPIQE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYVslaFwBriy15HsYH2zO49Nsq3w
31,iWSeVz-1tyg,딸아 고양이 별 거 없다,Cats meeting a baby for the first time 🍼🐾,https://www.youtube.com/watch?v=iWSeVz-1tyg,https://www.youtube.com/watch?v=iWSeVz-1tyg,videos,videos,video,477.0,7.95,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/iWSeVz-1tyg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDv1KkQv1_njSNIlGRiW5gvIM1EWA
32,uDpySxHdjng,보호소 고양이의 삶은 달라질수 있을까?,Can the lives of shelter cats change?,https://www.youtube.com/watch?v=uDpySxHdjng,https://www.youtube.com/watch?v=uDpySxHdjng,videos,videos,video,693.0,11.55,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/uDpySxHdjng/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDJ5huzkUGs2wlA1eAtp7i52Zagsg
33,c4rDfDLFoGg,가족 중 단 한 사람만 따르는 고양이가 결국에 힘들어지는 이유,A cat that’s been shy for five years,https://www.youtube.com/watch?v=c4rDfDLFoGg,https://www.youtube.com/watch?v=c4rDfDLFoGg,videos,videos,video,425.0,7.08,False,,관계/윤리,https://i.ytimg.com/vi/c4rDfDLFoGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWQDJGYboOQ854hxRoabxSdr4tAg
34,rQeHzv7NE1A,집사 부재 Yes? No? 고양이 상태별로 다릅니다,Is it okay to leave a cat alone overnight?,https://www.youtube.com/watch?v=rQeHzv7NE1A,https://www.youtube.com/watch?v=rQeHzv7NE1A,videos,videos,video,274.0,4.57,False,,관계/윤리,https://i.ytimg.com/vi/rQeHzv7NE1A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0wbd2pEBMRZDQvqtelMxfxmqiuQ
35,pH9gwrTzyeg,겨울이라 잠깐 커진거 맞아요? 《뚱냥이 반성회》,Fat Cat Showcase,https://www.youtube.com/watch?v=pH9gwrTzyeg,https://www.youtube.com/watch?v=pH9gwrTzyeg,videos,videos,video,804.0,13.4,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/pH9gwrTzyeg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzTL8NheFQE1b7SqSvxVXwRmqOdA
36,dd3O1yd1EaU,고양이 혼자 있을 때 진짜 위험한건 몇 박일까?ㅣ집사메이커 lv.15,How long can a cat stay home alone? (Vet’s tips for leaving your cat overnight),https://www.youtube.com/watch?v=dd3O1yd1EaU,https://www.youtube.com/watch?v=dd3O1yd1EaU,videos,videos,video,206.0,3.43,False,,관계/윤리,https://i.ytimg.com/vi/dd3O1yd1EaU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwSn2kwBpSOvUh1aYL73K_brpzHQ
37,HhPN8V9sj0Y,구조된 야생 바다 아깽이의 충격적인 변화,The reaction of a sea cat tasting a human’s touch for the first time,https://www.youtube.com/watch?v=HhPN8V9sj0Y,https://www.youtube.com/watch?v=HhPN8V9sj0Y,videos,videos,video,691.0,11.52,False,,관계/윤리,https://i.ytimg.com/vi/HhPN8V9sj0Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOdSlgo581XVp-oQRgGMkMRzPMxA
38,FzKvvBD_O2g,고양이가 사람을 순위 매기는 기준(테스트 포함),A vet explains what kind of people cats like (popularity ranking test included),https://www.youtube.com/watch?v=FzKvvBD_O2g,https://www.youtube.com/watch?v=FzKvvBD_O2g,videos,videos,video,412.0,6.87,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/FzKvvBD_O2g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBU1wQidcY17EKc110ilIbLXtYiA
39,lzaO3_xXhC0,고양이는 왜 이렇게 양심이 없을까?,A vet analyzes the “shameless cat” memes lol,https://www.youtube.com/watch?v=lzaO3_xXhC0,https://www.youtube.com/watch?v=lzaO3_xXhC0,videos,videos,video,431.0,7.18,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/lzaO3_xXhC0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANdJFl-WzWeiYitWbfEmCx42kVTQ
40,fF9M9TvSl8Y,전기장판 틀어줘도 괜찮나요? 겨울에 고양이 케어 어떻게 해요?,Winter mistakes cat owners often make 🥶🙀 (+indoor temperature tips for winter),https://www.youtube.com/watch?v=fF9M9TvSl8Y,https://www.youtube.com/watch?v=fF9M9TvSl8Y,videos,videos,video,415.0,6.92,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/fF9M9TvSl8Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDK1uCpb5vFO8ID6OeCsCE3FwRZIg
41,L51rIushlRs,1가정 1고양이 필수😼수의사의 ‘야무진 고양이는 오늘도 우울’ 리뷰,Why you should live with a cat. A vet reviews the manga “The Masterful Cat Is Depressed Again Today”,https://www.youtube.com/watch?v=L51rIushlRs,https://www.youtube.com/watch?v=L51rIushlRs,videos,videos,video,511.0,8.52,False,,건강/진료,https://i.ytimg.com/vi/L51rIushlRs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLhLJCY6p0pCyvLCmxzzu5EJmf3A
42,nI_rZFGHYrg,[4hz] 고양이랑 꿀잠자는 주파수😴 효과보장! 매일 5분이면 고양이 귀가 자라난다,[4hz] 고양이랑 꿀잠자는 주파수😴 효과보장! 매일 5분이면 고양이 귀가 자라난다,https://www.youtube.com/watch?v=nI_rZFGHYrg,https://www.youtube.com/watch?v=nI_rZFGHYrg,videos,videos,video,367.0,6.12,False,,행동/감정,https://i.ytimg.com/vi/nI_rZFGHYrg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtHExfvcdRs_3fQygR5TuN3GD5Mg
43,TloIxKSFlyI,몇 명이랑 살아야 고양이는 만족할까? 1인가구 vs 다인가구ㅣ미야옹서베이,Are Cats Happy with Only One Owner?,https://www.youtube.com/watch?v=TloIxKSFlyI,https://www.youtube.com/watch?v=TloIxKSFlyI,videos,videos,video,658.0,10.97,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/TloIxKSFlyI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZyr4_2v4egpoJaRTJtwVbhveljw
44,xJy9e6YAKn8,"미야옹철 2세 공개, 고양이와 아침, 요즘 하는 명상 소개, 그릭요거트 추천, 휴모님 없이 유튜브 촬영하는 vlog","Meow Cheol 2nd generation revealed, morning with a cat, introduction to meditation I'm doing thes...",https://www.youtube.com/watch?v=xJy9e6YAKn8,https://www.youtube.com/watch?v=xJy9e6YAKn8,videos,videos,video,692.0,11.53,False,,서사/상담,https://i.ytimg.com/vi/xJy9e6YAKn8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAA2ik6NUWbVxbTFz7OrfT86EEk5A
45,RpbEw4m5kj0,우리 집 고양이는 분리불안 몇 단계일까? 지금 당장 확인해보세요,Is My Cat Suffering from Separation Anxiety?,https://www.youtube.com/watch?v=RpbEw4m5kj0,https://www.youtube.com/watch?v=RpbEw4m5kj0,videos,videos,video,519.0,8.65,False,,행동/감정,https://i.ytimg.com/vi/RpbEw4m5kj0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhL4fWx6xhAp2RXrQ5aIUylf1N_A
46,RYsuCT-QOUI,물 닿기 싫어 발가락 쫙 🐾그러고도 니가 바다고양이니?ㅣ미야옹톡 씨캣,Do Cats Living by the Sea Swim Well?🌊,https://www.youtube.com/watch?v=RYsuCT-QOUI,https://www.youtube.com/watch?v=RYsuCT-QOUI,videos,videos,video,617.0,10.28,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/RYsuCT-QOUI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqx_sIDOviSw-rr8u0kRl8f9yXkg
47,fYBMLg1bQ44,발톱통신 가속모드! 벽지 다 갈아엎는 고양이 인테리어 사장님,A Cat with Crazy Talent That Catches Kibble Mid-Air ⚾️,https://www.youtube.com/watch?v=fYBMLg1bQ44,https://www.youtube.com/watch?v=fYBMLg1bQ44,videos,videos,video,493.0,8.22,False,,건강/진료,https://i.ytimg.com/vi/fYBMLg1bQ44/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6e7eIWZEEFbZooA65_y5Rm2RaiQ
48,I9-lFBPx2Vo,고양이는 그루밍 하니까 평생 안 씻어도 된다는데 정말일까?,Do Cats Need Baths If They Groom Themselves?,https://www.youtube.com/watch?v=I9-lFBPx2Vo,https://www.youtube.com/watch?v=I9-lFBPx2Vo,videos,videos,video,878.0,14.63,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/I9-lFBPx2Vo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApO-cvH-Qxt08CMR_NGaVJseGOhA
49,RKpQal996NI,"‘다시 길로 돌려보냈다’는 말, 그게 가장 잔인한 변명입니다",The Tragic Fate of Cats Abandoned During Holidays,https://www.youtube.com/watch?v=RKpQal996NI,https://www.youtube.com/watch?v=RKpQal996NI,videos,videos,video,252.0,4.2,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/RKpQal996NI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLkbY9dmjiGjouRUfVu2GmQSGTAg
50,YENHP5n2Fl0,처음 본 고양이랑 친해지는 방법,The Easiest Way to Make a Cat Like You 😺,https://www.youtube.com/watch?v=YENHP5n2Fl0,https://www.youtube.com/watch?v=YENHP5n2Fl0,videos,videos,video,327.0,5.45,False,,기타/엔터테인먼트,https://i.ytimg.com/vi/YENHP5n2Fl0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7vfZ6PouPh_nHdeku6OEEkpiAHQ
