no,id,title,default_title,url,watch_url,source_tabs,primary_tab,media_family,duration,duration_min,is_duration_under_60,view_count,topics,thumbnail_url
18,0fVcQKs4oYs,톰은 땅콩을 안 뗌,Tom doesn't get rid of peanuts.,https://www.youtube.com/shorts/0fVcQKs4oYs,https://www.youtube.com/watch?v=0fVcQKs4oYs,shorts,shorts,shorts,,,,83000,기타/엔터테인먼트,https://i.ytimg.com/vi/0fVcQKs4oYs/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLC2YyEnChHcGNYyLsOGn9Y_o3z04g&usqp=CCk
19,JV6VxfeaC10,고양이 액체설의 진실,The Truth About the Liquid Cat Theory,https://www.youtube.com/shorts/JV6VxfeaC10,https://www.youtube.com/watch?v=JV6VxfeaC10,shorts,shorts,shorts,,,,48000,기타/엔터테인먼트,https://i.ytimg.com/vi/JV6VxfeaC10/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBiL8tI1x4PXh2dYcpyck7NJTEbmQ&usqp=CCk
20,yXk0U2lrmko,내 동심 돌려내,Give me back my childlike innocence,https://www.youtube.com/shorts/yXk0U2lrmko,https://www.youtube.com/watch?v=yXk0U2lrmko,shorts,shorts,shorts,,,,64000,기타/엔터테인먼트,https://i.ytimg.com/vi/yXk0U2lrmko/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDARdAT3f0_-kN7ZcEA5WeKcEMxLA&usqp=CCk
21,wHc9c5yUe2g,병원 갈?말? 딱 알려드립니다 #네니요,Should you go to the vet or not? I'll tell you exactly when #YesNo,https://www.youtube.com/shorts/wHc9c5yUe2g,https://www.youtube.com/watch?v=wHc9c5yUe2g,shorts,shorts,shorts,,,,65000,건강/진료,https://i.ytimg.com/vi/wHc9c5yUe2g/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLB0oOPPkcZJdxwMX5mLg2Ook_FcEA&usqp=CCk
22,FUmMj7oT1t0,아빠는 서러워,Dads get no respect,https://www.youtube.com/shorts/FUmMj7oT1t0,https://www.youtube.com/watch?v=FUmMj7oT1t0,shorts,shorts,shorts,,,,144000,서사/상담,https://i.ytimg.com/vi/FUmMj7oT1t0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD5wxcl2IrzrH_kCJOobi3yoFv9Cg&usqp=CCk
23,U59HGL2_ZtM,고양이도 알겠다,Even a cat would know.,https://www.youtube.com/shorts/U59HGL2_ZtM,https://www.youtube.com/watch?v=U59HGL2_ZtM,shorts,shorts,shorts,,,,33000,기타/엔터테인먼트,https://i.ytimg.com/vi/U59HGL2_ZtM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCBh6bW26UkYGXNgNFbfFqiHdF5_Q&usqp=CCk
24,HBeXZMzuMAg,화기애애😇,A warm and friendly atmosphere 😇,https://www.youtube.com/shorts/HBeXZMzuMAg,https://www.youtube.com/watch?v=HBeXZMzuMAg,shorts,shorts,shorts,,,,22000,기타/엔터테인먼트,https://i.ytimg.com/vi/HBeXZMzuMAg/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDqMwH99Jx0Nt-c4msFBUcK4o3e6A&usqp=CCk
25,tgJW3Mrtn8Y,"(속보)오다기리 조, 기무라 타쿠야 내한",(Breaking) Joe Odagiri and Takuya Kimura Visit Korea,https://www.youtube.com/shorts/tgJW3Mrtn8Y,https://www.youtube.com/watch?v=tgJW3Mrtn8Y,shorts,shorts,shorts,,,,43000,기타/엔터테인먼트,https://i.ytimg.com/vi/tgJW3Mrtn8Y/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAlME3JxLODvb6mwCSzVCwbn_qMwg&usqp=CCk
26,gdZmuuiFksM,얼마나 좋아하는지 감도 안 옴,I have no idea how much you like me,https://www.youtube.com/shorts/gdZmuuiFksM,https://www.youtube.com/watch?v=gdZmuuiFksM,shorts,shorts,shorts,,,,39000,기타/엔터테인먼트,https://i.ytimg.com/vi/gdZmuuiFksM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDY1eAMxUbqUcyoa_KaIaP8Bc3LWg&usqp=CCk
27,1kGSKtwD-eE,정을 주지 않기로 했다(?),I decided not to get attached(?),https://www.youtube.com/shorts/1kGSKtwD-eE,https://www.youtube.com/watch?v=1kGSKtwD-eE,shorts,shorts,shorts,,,,103000,기타/엔터테인먼트,https://i.ytimg.com/vi/1kGSKtwD-eE/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBZn41Nx8yDDQ_ktuJWnJmvyazlJQ&usqp=CCk
28,vPj6JwlPco0,기싸움 레전드,Legendary battle of wills,https://www.youtube.com/shorts/vPj6JwlPco0,https://www.youtube.com/watch?v=vPj6JwlPco0,shorts,shorts,shorts,,,,260000,행동/감정,https://i.ytimg.com/vi/vPj6JwlPco0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBnWc3G9jZqXW4ODziW0kR8J0Jqxw&usqp=CCk
29,65eSUiGUwx0,냥터밤,Nyanterbam,https://www.youtube.com/shorts/65eSUiGUwx0,https://www.youtube.com/watch?v=65eSUiGUwx0,shorts,shorts,shorts,,,,40000,기타/엔터테인먼트,https://i.ytimg.com/vi/65eSUiGUwx0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCTJsEbv67Z0-6E75l4HP6IaaZpRw&usqp=CCk
30,t2HnLECrOsQ,맞춰보세요,guess,https://www.youtube.com/shorts/t2HnLECrOsQ,https://www.youtube.com/watch?v=t2HnLECrOsQ,shorts,shorts,shorts,,,,38000,기타/엔터테인먼트,https://i.ytimg.com/vi/t2HnLECrOsQ/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAY7_LjrPnCiItEadWPl_j0Tje9mw&usqp=CCk
31,BgE4wjmSB28,고양이 하찮은 앞니의 쓸모🦷,The Usefulness of a Cat's Trivial Front Teeth 🦷,https://www.youtube.com/shorts/BgE4wjmSB28,https://www.youtube.com/watch?v=BgE4wjmSB28,shorts,shorts,shorts,,,,135000,기타/엔터테인먼트,https://i.ytimg.com/vi/BgE4wjmSB28/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBU5KU8rVfPECKRg9G_smGoJY9bjQ&usqp=CCk
32,xSxWE3kmxbU,저쪼아래,Below the Nipples,https://www.youtube.com/shorts/xSxWE3kmxbU,https://www.youtube.com/watch?v=xSxWE3kmxbU,shorts,shorts,shorts,,,,64000,기타/엔터테인먼트,https://i.ytimg.com/vi/xSxWE3kmxbU/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCrAVKkfSJ62viO4FCq9qHCL6Ekeg&usqp=CCk
33,KVCTcuFUnZQ,고양이 궁디랑 머리를 같이 팡팡 #이거진짜예요,Patting the cat's butt and head together #ThisIsReal,https://www.youtube.com/shorts/KVCTcuFUnZQ,https://www.youtube.com/watch?v=KVCTcuFUnZQ,shorts,shorts,shorts,,,,84000,기타/엔터테인먼트,https://i.ytimg.com/vi/KVCTcuFUnZQ/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDlaW7rJ2HiJKJaJJXhapezGT5jLg&usqp=CCk
34,XxkcAwOIf7A,그냥 상혁이라고 하자,Let's just call him Sanghyeok.,https://www.youtube.com/shorts/XxkcAwOIf7A,https://www.youtube.com/watch?v=XxkcAwOIf7A,shorts,shorts,shorts,,,,48000,기타/엔터테인먼트,https://i.ytimg.com/vi/XxkcAwOIf7A/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAk--_degAliZPmAo3cJr7pbxGQOA&usqp=CCk
35,bstY5DDwTE0,고양이에겐 독사과,Poison apple for cats,https://www.youtube.com/shorts/bstY5DDwTE0,https://www.youtube.com/watch?v=bstY5DDwTE0,shorts,shorts,shorts,,,,40000,기타/엔터테인먼트,https://i.ytimg.com/vi/bstY5DDwTE0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLACxqndw4XqftLOUD5E6utlyW1IuA&usqp=CCk
36,MRWqVTDA0m0,18년간 고양이와 같이 자란 아이,A child who grew up with a cat for 18 years,https://www.youtube.com/shorts/MRWqVTDA0m0,https://www.youtube.com/watch?v=MRWqVTDA0m0,shorts,shorts,shorts,,,,120000,기타/엔터테인먼트,https://i.ytimg.com/vi/MRWqVTDA0m0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA7NcFwhnx1ObqvgX1FGKPGKI-IGQ&usqp=CCk
37,HiogVqpepBE,피부에 냥보하세요,Give your skin a treat.,https://www.youtube.com/shorts/HiogVqpepBE,https://www.youtube.com/watch?v=HiogVqpepBE,shorts,shorts,shorts,,,,43000,건강/진료,https://i.ytimg.com/vi/HiogVqpepBE/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDHKFq1SxQ0GGZ7ZnNvqUNNxLj_9w&usqp=CCk
38,MZdCxA2XtfM,아기 질투하는 고양이ㅋㅋ,A cat jealous of a baby lol,https://www.youtube.com/shorts/MZdCxA2XtfM,https://www.youtube.com/watch?v=MZdCxA2XtfM,shorts,shorts,shorts,,,,474000,관계/윤리,https://i.ytimg.com/vi/MZdCxA2XtfM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD2HLxD9niNLlI7YZgs0LmpMazDeg&usqp=CCk
39,QttxywFbuVI,고양이가 죽기 전 나를 애틋하게 바라본다는 이야기 #이거진짜예요?,The story about a cat looking at me affectionately before it dies #IsThisReal?,https://www.youtube.com/shorts/QttxywFbuVI,https://www.youtube.com/watch?v=QttxywFbuVI,shorts,shorts,shorts,,,,55000,기타/엔터테인먼트,https://i.ytimg.com/vi/QttxywFbuVI/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAKCUXmlRxCqW2ioBAbi98B-9i2og&usqp=CCk
40,IHIzyXFTrOg,풍속성 고양이라니ㄷㄷ,풍속성 고양이라니ㄷㄷ,https://www.youtube.com/shorts/IHIzyXFTrOg,https://www.youtube.com/watch?v=IHIzyXFTrOg,shorts,shorts,shorts,,,,59000,기타/엔터테인먼트,https://i.ytimg.com/vi/IHIzyXFTrOg/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLC9zHBG8VV7WyBZ1vFKumw4B0D6wg&usqp=CCk
41,m7LK4_RM8fY,동료 알바생이 일을 안 해요,My fellow part-timer isn't working.,https://www.youtube.com/shorts/m7LK4_RM8fY,https://www.youtube.com/watch?v=m7LK4_RM8fY,shorts,shorts,shorts,,,,472000,기타/엔터테인먼트,https://i.ytimg.com/vi/m7LK4_RM8fY/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBdrVQLSJeD4R_v7ercu61kxw78IA&usqp=CCk
42,-5yq9bQNO0E,냥집사면 금연!🚭,Why cat owners should quit smoking,https://www.youtube.com/shorts/-5yq9bQNO0E,https://www.youtube.com/watch?v=-5yq9bQNO0E,shorts,shorts,shorts,,,,54000,관계/윤리,https://i.ytimg.com/vi/-5yq9bQNO0E/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCBPe_Klww-Baisv_37ZEc4wx1CiQ&usqp=CCk
43,URaNdHCKQP4,죽기 전 마지막 인사,Last greeting before dying,https://www.youtube.com/shorts/URaNdHCKQP4,https://www.youtube.com/watch?v=URaNdHCKQP4,shorts,shorts,shorts,,,,53000,행동/감정,https://i.ytimg.com/vi/URaNdHCKQP4/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCbrfuVxFZbT9eGmLB2nkrccUP7zQ&usqp=CCk
44,bEd_Olp6_RI,고양이집사 호신술✋,Cat Butler Self-Defense ✋,https://www.youtube.com/shorts/bEd_Olp6_RI,https://www.youtube.com/watch?v=bEd_Olp6_RI,shorts,shorts,shorts,,,,52000,관계/윤리,https://i.ytimg.com/vi/bEd_Olp6_RI/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLC8zguWk5u8v9aiyHu5wuuiwV9VYQ&usqp=CCk
45,6JfmZYUGn7I,??: 세상 정복 가능,??: World domination possible,https://www.youtube.com/shorts/6JfmZYUGn7I,https://www.youtube.com/watch?v=6JfmZYUGn7I,shorts,shorts,shorts,,,,45000,기타/엔터테인먼트,https://i.ytimg.com/vi/6JfmZYUGn7I/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLB44LuroBUXxMQUs1TmIxAlTY54Jw&usqp=CCk
46,kl75oZsfF9s,와 이렇게 닮을 수 있나,A cat owner who looks exactly like their cat lol,https://www.youtube.com/shorts/kl75oZsfF9s,https://www.youtube.com/watch?v=kl75oZsfF9s,shorts,shorts,shorts,,,,341000,기타/엔터테인먼트,https://i.ytimg.com/vi/kl75oZsfF9s/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBe8YcwJuauI1ZTjhBFcp6ctN_CkQ&usqp=CCk
47,84s091yayVM,천재 아냐?,Signs of a highly intelligent cat,https://www.youtube.com/shorts/84s091yayVM,https://www.youtube.com/watch?v=84s091yayVM,shorts,shorts,shorts,,,,126000,기타/엔터테인먼트,https://i.ytimg.com/vi/84s091yayVM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDlD-J-8rHPF8z0erVFyFWTPz1ZTA&usqp=CCk
48,rIg95sQIHmU,아주 사냥꾼이야,He's a real hunter.,https://www.youtube.com/shorts/rIg95sQIHmU,https://www.youtube.com/watch?v=rIg95sQIHmU,shorts,shorts,shorts,,,,96000,기타/엔터테인먼트,https://i.ytimg.com/vi/rIg95sQIHmU/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAl_j3s61xsoK48o_VS_b77ZFg98Q&usqp=CCk
49,yIc6QX2Tlnk,천 마리에 한 마리 정도 걸리는..,Can a vaccine shot cause cancer in cats?,https://www.youtube.com/shorts/yIc6QX2Tlnk,https://www.youtube.com/watch?v=yIc6QX2Tlnk,shorts,shorts,shorts,,,,53000,기타/엔터테인먼트,https://i.ytimg.com/vi/yIc6QX2Tlnk/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAVcaluAIDhCqsigX8HYZzSG_UDOg&usqp=CCk
50,W4sB109-1_g,사실상 기만이죠;,It is practically deception;,https://www.youtube.com/shorts/W4sB109-1_g,https://www.youtube.com/watch?v=W4sB109-1_g,shorts,shorts,shorts,,,,390000,기타/엔터테인먼트,https://i.ytimg.com/vi/W4sB109-1_g/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAq7iWpgMzb4YMhB-5E1TOPFGJ9PQ&usqp=CCk
51,oBLxJhLkWvM,중증집사센터 1편,Chronic Cat Servant Center Part 1,https://www.youtube.com/shorts/oBLxJhLkWvM,https://www.youtube.com/watch?v=oBLxJhLkWvM,shorts,shorts,shorts,,,,445000,기타/엔터테인먼트,https://i.ytimg.com/vi/oBLxJhLkWvM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDsCK4yDB26Pec3xqXKg2UqtwApUg&usqp=CCk
52,mMSpXvPt8Yk,병원 갈 때 우리 집 고양이는?,What about my cat when going to the vet?,https://www.youtube.com/shorts/mMSpXvPt8Yk,https://www.youtube.com/watch?v=mMSpXvPt8Yk,shorts,shorts,shorts,,,,29000,건강/진료,https://i.ytimg.com/vi/mMSpXvPt8Yk/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCxRbSiCobDIoMOFjATO0HFy5oe6g&usqp=CCk
53,euYFlOaWxK4,너 내꺼야,Why cats show their butt to their humans,https://www.youtube.com/shorts/euYFlOaWxK4,https://www.youtube.com/watch?v=euYFlOaWxK4,shorts,shorts,shorts,,,,69000,기타/엔터테인먼트,https://i.ytimg.com/vi/euYFlOaWxK4/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBF-7dOz3VtfIH0JgfhBwDdngaJAg&usqp=CCk
54,MJiPtQtpn_Y,감당하실 수 있겠습니까?,Why walking your cat can be risky,https://www.youtube.com/shorts/MJiPtQtpn_Y,https://www.youtube.com/watch?v=MJiPtQtpn_Y,shorts,shorts,shorts,,,,925000,기타/엔터테인먼트,https://i.ytimg.com/vi/MJiPtQtpn_Y/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD2_QnCl7mvcfvQvbDbsoUCdC1U1w&usqp=CCk
